srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
149.171.126.10,47439,175.45.176.0,53,udp,INT,7e-6,264,0,60,0,0,0,dns,150857136,0,2,0,0,0,0,0,132,0,0,0,0,0,1424262024,1424262024,0.007,0,0,0,0,0,0,NA,NA,NA,22,22,19,19,19,19,22,,0
59.166.0.8,1419,149.171.126.9,6881,tcp,FIN,0.434861,13142,548216,31,29,21,197,NA,240720.5938,10062342,228,438,255,255,3230105681,3234161460,58,1252,0,0,104.189327,61.593238,1421959983,1421959984,1.914278,0.993849,6.82e-4,5.45e-4,1.37e-4,0,0,0,0,0,16,19,6,6,6,5,6,,0
59.166.0.5,56383,149.171.126.5,53,udp,CON,0.001017,146,178,31,29,0,0,dns,574238,700098.375,2,2,0,0,0,0,73,89,0,0,0,0,1424248587,1424248587,0.007,0.011,0,0,0,0,0,NA,NA,NA,2,3,3,3,2,1,2,,0
59.166.0.4,59946,149.171.126.7,53,udp,CON,0.001062,146,178,31,29,0,0,NA,549905.8125,670433.125,2,2,0,0,0,0,73,89,0,0,0,0,1421933382,1421933382,0.001,0.006,0,0,0,0,0,0,0,0,10,9,5,3,1,1,1,,0
59.166.0.1,41120,149.171.126.9,6881,tcp,FIN,0.018199,1540,1644,31,29,4,4,NA,634760.125,682674.875,16,18,255,255,2427365250,2428723359,96,91,0,0,72.975884,1.983191,1424246317,1424246317,1.191533,1.041823,6.11e-4,4.84e-4,1.27e-4,0,0,NA,NA,NA,10,10,6,7,6,1,6,,0
59.166.0.9,23514,149.171.126.1,60107,tcp,FIN,0.007713,3824,2456,31,29,7,7,NA,3746402.25,2406327,18,18,255,255,2968016492,821607447,212,136,0,0,23.475256,0.587439,1424227856,1424227856,0.433235,0.423882,6.44e-4,5.06e-4,1.38e-4,0,0,NA,NA,NA,6,7,7,8,1,1,4,,0
59.166.0.1,63105,149.171.126.9,5190,tcp,FIN,0.044334,1140,2366,31,29,4,4,NA,191094.8594,396445.1563,14,14,255,255,3604886366,1459795019,81,169,0,0,275.110144,7.807829,1421944615,1421944615,3.382923,3.325769,0.001277,0.001089,1.88e-4,0,0,0,0,0,8,3,4,3,1,1,1,,0
59.166.0.9,4095,149.171.126.9,38033,tcp,FIN,0.004528,528,8824,31,29,1,4,ftp-data,840989.375,14291519,10,12,255,255,623119053,2779553226,53,735,0,0,35.4634,20.826525,1424259524,1424259524,0.467667,0.364364,6.58e-4,5.18e-4,1.4e-4,0,0,NA,NA,NA,3,3,5,7,1,1,4,,0
59.166.0.3,35735,149.171.126.5,53,udp,CON,0.001169,146,178,31,29,0,0,dns,499572.25,609067.5625,2,2,0,0,0,0,73,89,0,0,0,0,1421943607,1421943607,0.011,0.008,0,0,0,0,0,0,0,0,4,3,3,7,2,2,3,,0
59.166.0.1,45824,149.171.126.5,80,tcp,FIN,1.66262,1684,10168,31,29,3,5,http,7525.472168,46211.40234,14,18,255,255,2586319125,2608491578,120,565,1,3924,9470.605308,8292.969473,1421968633,1421968635,127.866769,97.772176,6.37e-4,4.89e-4,1.48e-4,0,0,1,0,0,1,4,4,1,1,1,1,,0
175.45.176.3,38005,149.171.126.19,1723,tcp,FIN,0.598369,756,354,254,252,2,1,NA,9104.75,4144.599609,10,8,255,255,105076065,2423990513,76,44,0,0,4185.499017,128.766375,1424246302,1424246303,63.750111,77.80743,0.090527,0.053708,0.036819,0,1,NA,NA,NA,3,3,2,2,2,1,3, Fuzzers ,1
149.171.126.18,1043,175.45.176.1,53,udp,INT,2e-6,264,0,60,0,0,0,dns,528000000,0,2,0,0,0,0,0,132,0,0,0,0,0,1424239533,1424239533,0.002,0,0,0,0,0,0,NA,NA,NA,23,23,10,10,10,10,23,,0
59.166.0.3,15172,149.171.126.5,16922,tcp,FIN,0.029928,3182,36578,31,29,7,20,NA,834268.875,9596632,52,54,255,255,3335368411,3335647548,61,677,0,0,36.013806,35.119574,1424251726,1424251726,0.580863,0.554113,6.86e-4,5.53e-4,1.33e-4,0,0,NA,NA,NA,2,2,5,2,1,1,1,,0
59.166.0.0,65345,149.171.126.2,20205,tcp,FIN,0.006813,3848,2456,31,29,7,7,NA,4268310.5,2724203.75,18,18,255,255,2593312254,2596477473,214,136,0,0,19.894356,0.480215,1424241424,1424241424,0.380176,0.368412,6.87e-4,5.47e-4,1.4e-4,0,0,NA,NA,NA,15,6,3,11,1,1,3,,0
59.166.0.6,23635,149.171.126.3,60095,tcp,FIN,0.004816,3872,2456,31,29,7,7,NA,6074751,3853820.75,18,18,255,255,778786462,781999687,215,136,0,0,13.018459,0.338533,1421945551,1421945551,0.264412,0.254412,6.18e-4,4.84e-4,1.34e-4,0,0,0,0,0,9,14,13,8,4,4,8,,0
59.166.0.6,11326,149.171.126.3,5748,tcp,FIN,0.050972,2750,26584,31,29,7,16,NA,421878.6875,4081770.5,44,46,255,255,1122833891,3268532547,63,578,0,0,73.812688,72.225367,1424234292,1424234292,1.177884,1.144341,7.88e-4,6.11e-4,1.77e-4,0,0,NA,NA,NA,3,4,1,3,1,1,2,,0
175.45.176.3,1043,149.171.126.18,53,udp,INT,9e-6,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424231330,1424231330,0.009,0,0,0,0,0,2,NA,NA,NA,29,29,25,25,25,25,29,Generic,1
59.166.0.7,23795,149.171.126.5,53,udp,CON,9.59e-4,132,164,31,29,0,0,dns,550573.5,684045.875,2,2,0,0,0,0,66,82,0,0,0,0,1421962920,1421962920,0.011,0.002,0,0,0,0,0,0,0,0,3,3,2,4,1,1,1,,0
59.166.0.7,8821,149.171.126.1,80,tcp,FIN,1.43321,1684,10168,31,29,3,5,http,8730.053711,53608.33203,14,18,255,255,452762685,2636292368,120,565,1,3924,9087.269748,7954.483051,1421952441,1421952442,110.204925,84.277765,6.14e-4,4.84e-4,1.3e-4,0,0,1,0,0,2,3,2,1,1,1,1,,0
59.166.0.7,5638,149.171.126.9,53,udp,INT,0,73,0,32,0,0,0,NA,0,0,1,0,0,0,0,0,73,0,0,0,0,0,1421945382,1421945382,0,0,0,0,0,0,0,0,0,0,32,3,1,30,2,1,1,,0
59.166.0.5,33902,149.171.126.1,5190,tcp,FIN,0.005584,1958,2308,31,29,6,6,NA,2677650.25,3169054.25,22,24,255,255,4123045026,1977944689,89,96,0,0,15.462837,13.122931,1424221669,1424221669,0.249,0.219348,6.67e-4,5.31e-4,1.36e-4,0,0,NA,NA,NA,11,9,5,7,2,1,3,,0
59.166.0.2,62688,149.171.126.4,40957,udp,CON,0.001654,536,304,31,29,0,0,NA,1944377.25,1102781.125,4,4,0,0,0,0,134,76,0,0,0.601749,0.274596,1421937408,1421937408,0.43,0.197667,0,0,0,0,0,0,0,0,11,11,5,5,1,1,4,,0
59.166.0.5,49880,149.171.126.7,6881,tcp,FIN,0.308508,10736,446486,31,29,16,151,NA,276893.9375,11545243,185,354,255,255,2848164203,2855809275,58,1261,0,0,114.482737,64.594391,1421937122,1421937123,1.674924,0.872567,6.33e-4,4.88e-4,1.45e-4,0,0,0,0,0,18,12,4,4,2,1,2,,0
59.166.0.2,7052,149.171.126.5,46154,tcp,FIN,0.030036,2750,28194,31,29,7,16,NA,715940.875,7346384,44,46,255,255,2652737109,2657257575,63,613,0,0,52.041174,50.49359,1421967126,1421967126,0.69114,0.653689,7.67e-4,6.09e-4,1.58e-4,0,0,0,0,0,13,9,5,7,1,1,4,,0
59.166.0.3,38007,149.171.126.9,38668,tcp,FIN,0.018835,3182,36578,31,29,7,20,NA,1325617.125,15248632,52,54,255,255,4154530733,4154816854,61,677,0,0,20.413123,20.049842,1424251720,1424251720,0.378102,0.358529,6.58e-4,5.4e-4,1.18e-4,0,0,NA,NA,NA,3,1,1,2,1,1,1,,0
59.166.0.8,59514,149.171.126.1,63434,tcp,FIN,0.051919,2766,28300,31,29,7,16,NA,416649.0313,4261561.5,44,44,255,255,3110555171,990978595,63,643,0,0,83.673166,66.347666,1424254131,1424254131,1.199651,1.035535,0.010302,0.007388,0.002914,0,0,NA,NA,NA,4,7,3,3,1,1,1,,0
59.166.0.3,64784,149.171.126.4,25,tcp,FIN,0.655909,37206,3380,31,29,18,8,smtp,445073.9375,40249.48438,52,42,255,255,217762451,2439342582,716,80,0,0,934.080841,30.535715,1424260540,1424260541,12.854,15.972683,0.00179,0.001027,7.63e-4,0,0,NA,NA,NA,1,2,3,3,1,1,1,,0
59.166.0.8,54162,149.171.126.3,53,udp,CON,0.001008,132,164,31,29,0,0,dns,523809.5313,650793.625,2,2,0,0,0,0,66,82,0,0,0,0,1424246282,1424246282,0.008,0.001,0,0,0,0,0,NA,NA,NA,1,1,3,2,1,1,2,,0
59.166.0.7,54688,149.171.126.7,23917,tcp,FIN,0.012952,2542,23354,31,29,7,14,NA,1531192.125,14081532,40,42,255,255,2278481090,133404393,64,556,0,0,19.146584,17.612458,1424254047,1424254047,0.324103,0.300829,7.36e-4,6.09e-4,1.27e-4,0,0,NA,NA,NA,3,5,3,3,1,1,1,,0
59.166.0.0,29711,149.171.126.3,55258,tcp,FIN,0.015163,2766,28906,31,29,7,16,NA,1426630.625,14919475,44,46,255,255,726298015,2884360513,63,628,0,0,0,19.375465,1424233955,1424233955,0.362171,0.325978,6.22e-4,4.91e-4,1.31e-4,0,0,NA,NA,NA,4,3,2,1,1,1,2,,0
59.166.0.1,29166,149.171.126.0,23337,tcp,FIN,0.042309,2958,32374,31,29,7,18,NA,547779.4375,5999101.5,48,50,255,255,3064620307,3064918270,62,647,0,0,55.061919,53.700095,1421960055,1421960055,0.892617,0.850918,7.57e-4,6.03e-4,1.54e-4,0,0,0,0,0,9,5,5,5,1,1,1,,0
149.171.126.18,1043,175.45.176.3,53,udp,INT,9e-6,264,0,60,0,0,0,dns,117333328,0,2,0,0,0,0,0,132,0,0,0,0,0,1424232923,1424232923,0.009,0,0,0,0,0,0,NA,NA,NA,24,24,24,24,24,24,24,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,3e-6,264,0,60,0,0,0,dns,352000000,0,2,0,0,0,0,0,132,0,0,0,0,0,1424253347,1424253347,0.003,0,0,0,0,0,0,NA,NA,NA,36,36,13,13,13,13,36,,0
59.166.0.5,62590,149.171.126.7,80,tcp,FIN,1.506717,19514,1087890,31,29,2,370,http,103329.2969,5768473,366,746,255,255,4054925931,4051795066,53,1458,1,524288,214.164832,125.23133,1421972161,1421972163,4.126767,2.02173,0.00064899999999999995,5.24e-4,1.25e-4,0,0,1,0,0,1,1,3,4,1,1,1,,0
175.45.176.1,1043,149.171.126.18,53,udp,INT,1e-5,114,0,254,0,0,0,dns,45600000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424240150,1424240150,0.01,0,0,0,0,0,2,NA,NA,NA,12,12,7,7,7,7,12,Generic,1
59.166.0.1,48946,149.171.126.2,53,udp,CON,9.84e-4,146,178,31,29,0,0,dns,593495.9375,723577.1875,2,2,0,0,0,0,73,89,0,0,0,0,1424222995,1424222995,0.005,0.002,0,0,0,0,0,NA,NA,NA,1,4,3,2,1,1,1,,0
59.166.0.5,13719,149.171.126.0,41210,tcp,FIN,0.062047,5174,87720,31,29,7,39,NA,659757.9375,11187261,90,92,255,255,2259169146,2279773654,57,953,0,0,38.438115,38.095091,1424230843,1424230843,0.693438,0.676011,0.001354,0.001203,1.51e-4,0,0,NA,NA,NA,6,3,2,4,1,1,2,,0
175.45.176.0,44229,149.171.126.15,179,tcp,FIN,0.26031,534,268,254,252,2,1,NA,14782.375,6884.100098,10,6,255,255,527111375,163869395,53,45,0,0,1318.933554,56.386211,1424226167,1424226168,24.291,42.779199,0.103741,0.046409,0.057332,0,1,NA,NA,NA,8,8,2,1,1,1,7, Fuzzers ,1
149.171.126.15,47439,175.45.176.3,53,udp,INT,2e-6,264,0,60,0,0,0,dns,528000000,0,2,0,0,0,0,0,132,0,0,0,0,0,1424247229,1424247229,0.002,0,0,0,0,0,0,NA,NA,NA,21,21,18,18,18,18,21,,0
59.166.0.3,26425,149.171.126.0,33520,tcp,FIN,1.961554,424,8824,31,29,1,4,ftp-data,1513.08606,32990.16797,8,12,255,255,940171778,2414648301,53,735,0,0,19054.97876,15190.27536,1424228789,1424228791,280.174571,178.280273,5.85e-4,4.66e-4,1.19e-4,0,0,NA,NA,NA,3,3,2,2,2,1,2,,0
59.166.0.7,1854,149.171.126.8,34600,tcp,FIN,0.009309,2230,15236,31,29,7,11,NA,1860565,12730046,34,36,255,255,570507763,570834266,66,423,0,0,15.936769,14.341739,1421953590,1421953590,0.27103,0.2482,7.55e-4,6.12e-4,1.43e-4,0,0,0,0,0,13,2,1,3,1,1,1,,0
59.166.0.0,8674,149.171.126.3,53,udp,CON,0.001013,146,178,31,29,0,0,dns,576505.4375,702862.75,2,2,0,0,0,0,73,89,0,0,0,0,1424231386,1424231386,0.009,0.009,0,0,0,0,0,NA,NA,NA,1,1,1,1,1,1,4,,0
175.45.176.1,1153,149.171.126.13,520,udp,INT,1e-5,78,0,254,0,0,0,NA,31200000,0,2,0,0,0,0,0,39,0,0,0,0,0,1421928804,1421928804,0.01,0,0,0,0,0,2,0,0,0,17,11,2,3,2,1,2,,0
59.166.0.8,10447,149.171.126.6,6042,tcp,FIN,0.017955,2766,25812,31,29,7,16,NA,1204789.75,11250794,44,46,255,255,2042892528,4192806541,63,561,0,0,21.966399,21.961381,1421943170,1421943170,0.409488,0.385111,7.51e-4,6.14e-4,1.37e-4,0,0,0,0,0,8,8,2,2,1,1,1,,0
59.166.0.4,14811,149.171.126.8,80,tcp,FIN,1.171722,18266,1087890,31,29,2,370,http,124350.3125,7417677,342,746,255,255,2193994722,49624669,53,1458,1,524288,197.791395,117.330275,1421970683,1421970685,3.435158,1.572008,7.24e-4,5.71e-4,1.53e-4,0,0,1,0,0,2,2,3,5,1,1,1,,0
59.166.0.5,3191,149.171.126.8,47223,tcp,FIN,0.011843,2542,22546,31,29,7,14,NA,1674575.75,14867855,40,42,255,255,2876507638,2884029314,64,537,0,0,17.40298,16.538209,1421966486,1421966486,0.295615,0.276293,0.00064899999999999995,5.08e-4,1.41e-4,0,0,0,0,0,9,8,2,4,1,1,1,,0
59.166.0.4,28457,149.171.126.6,54407,tcp,FIN,0.036874,3806,51558,31,29,7,26,NA,812930.5,11016326,64,66,255,255,1232921533,1233221085,59,781,0,0,35.671135,34.695102,1424251275,1424251275,0.580429,0.567281,6.76e-4,5.61e-4,1.15e-4,0,0,NA,NA,NA,5,4,3,4,1,1,2,,0
149.171.126.18,47439,175.45.176.1,53,udp,INT,2e-6,264,0,60,0,0,0,dns,528000000,0,2,0,0,0,0,0,132,0,0,0,0,0,1424238172,1424238172,0.002,0,0,0,0,0,0,NA,NA,NA,13,13,13,13,13,13,13,,0
175.45.176.1,33583,149.171.126.17,65452,tcp,REQ,16.448053,630,0,254,0,13,0,NA,284.532166,0,14,0,255,0,0,0,45,0,0,0,2435.79,0,1424261384,1424261401,1265.234875,0,0,0,0,0,6,NA,NA,NA,18,17,9,10,3,3,17,,0
59.166.0.1,49765,149.171.126.6,46431,tcp,FIN,0.401358,4392,3080,31,29,7,7,NA,84433.34375,59358.47656,28,30,255,255,967543000,1189570157,157,103,0,0,840.747624,21.504512,1421945280,1421945281,14.853222,13.819104,7.31e-4,6e-4,1.31e-4,0,0,0,0,0,12,13,12,13,4,4,4,,0
59.166.0.8,43435,149.171.126.9,143,tcp,FIN,1.497175,7806,16420,31,29,30,32,NA,41373.92188,87043.9375,122,126,255,255,3471707932,3495448556,64,130,0,0,800.156634,791.828846,1424237420,1424237422,12.368711,11.973424,6.18e-4,4.93e-4,1.25e-4,0,0,NA,NA,NA,5,6,2,1,1,1,1,,0
149.171.126.18,1043,175.45.176.1,53,udp,INT,9e-6,264,0,60,0,0,0,dns,117333328,0,2,0,0,0,0,0,132,0,0,0,0,0,1424237538,1424237538,0.009,0,0,0,0,0,0,NA,NA,NA,29,29,26,26,26,14,29,,0
59.166.0.2,40394,149.171.126.1,39974,tcp,FIN,0.015736,2750,28874,31,29,7,16,NA,1366548,14360447,44,46,255,255,2116068505,2116448455,63,628,0,0,20.642752,18.638312,1421945507,1421945507,0.357814,0.333178,8.9e-4,7.33e-4,1.57e-4,0,0,0,0,0,12,6,6,6,1,1,1,,0
59.166.0.9,39215,149.171.126.8,80,tcp,FIN,3.057932,18370,1087890,31,29,2,370,http,47919.96875,2842266,344,746,255,255,4104363756,4114272956,53,1458,1,524288,519.682196,293.11676,1424250042,1424250045,8.914312,4.10387,6.3e-4,5.19e-4,1.11e-4,0,0,1,NA,NA,2,6,2,2,1,1,3,,0
59.166.0.7,53836,149.171.126.4,53,udp,CON,0.001073,130,162,31,29,0,0,dns,484622.5313,603914.25,2,2,0,0,0,0,65,81,0,0,0,0,1421950275,1421950275,0.011,0.009,0,0,0,0,0,0,0,0,3,3,3,3,2,1,1,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,9e-6,264,0,60,0,0,0,dns,117333328,0,2,0,0,0,0,0,132,0,0,0,0,0,1424252502,1424252502,0.009,0,0,0,0,0,0,NA,NA,NA,22,22,22,22,22,22,22,,0
59.166.0.1,29635,149.171.126.0,6881,tcp,FIN,0.019816,1540,1644,31,29,4,4,NA,582963.25,626968.125,16,18,255,255,3724996198,3730417804,96,91,0,0,80.625025,2.296433,1424254927,1424254927,1.3008,1.139294,5.57e-4,4.46e-4,1.11e-4,0,0,NA,NA,NA,4,6,4,3,3,1,3,,0
59.166.0.4,56972,149.171.126.6,53,udp,CON,0.001082,146,178,31,29,0,0,dns,539741.25,658040.6875,2,2,0,0,0,0,73,89,0,0,0,0,1421946541,1421946541,0.012,0.012,0,0,0,0,0,0,0,0,4,5,4,6,2,1,3,,0
175.45.176.2,0,149.171.126.17,0,wb-mon,INT,9e-6,200,0,254,0,0,0,NA,88888888,0,2,0,0,0,0,0,100,0,0,0,0,0,1424258813,1424258813,0.009,0,0,0,0,0,2,NA,NA,NA,5,5,2,2,2,2,5,DoS,1
59.166.0.6,3074,149.171.126.5,42340,tcp,FIN,0.029996,3598,48710,31,29,7,24,NA,943859.1875,12781704,60,62,255,255,1364295517,3514182577,60,786,0,0,28.075109,26.627667,1424222574,1424222574,0.510431,0.482098,7.02e-4,5.79e-4,1.23e-4,0,0,NA,NA,NA,14,4,2,7,1,1,2,,0
59.166.0.6,59882,149.171.126.7,36452,tcp,FIN,0.013057,2438,19440,31,29,7,13,NA,1454545.5,11613081,38,40,255,255,2298005500,148737064,64,486,0,0,19.18195,20.788366,1421965719,1421965719,0.343108,0.319462,0.00154,5.87e-4,9.53e-4,0,0,0,0,0,9,3,2,7,1,1,2,,0
59.166.0.0,30157,149.171.126.2,47283,tcp,FIN,0.058918,4030,54358,31,29,7,27,NA,539190.0625,7269086,68,66,255,255,4127680646,1982541549,59,824,0,0,67.010346,1.938943,1424258800,1424258800,0.874672,0.898662,6.28e-4,4.97e-4,1.31e-4,0,0,NA,NA,NA,5,5,4,2,1,1,1,,0
59.166.0.3,43539,149.171.126.1,80,tcp,FIN,1.167539,18786,1087890,31,29,2,370,http,128358.8828,7444253.5,352,746,255,255,579866478,2726304615,53,1458,1,524288,188.373956,109.029373,1424254982,1424254983,3.325419,1.566397,6.91e-4,5.69e-4,1.22e-4,0,0,1,NA,NA,1,2,2,1,1,1,2,,0
149.171.126.15,1043,175.45.176.3,53,udp,INT,5e-6,264,0,60,0,0,0,dns,211200000,0,2,0,0,0,0,0,132,0,0,0,0,0,1424247457,1424247457,0.005,0,0,0,0,0,0,NA,NA,NA,29,29,22,23,22,22,29,,0
175.45.176.0,0,149.171.126.13,0,ax.25,INT,9e-6,200,0,254,0,0,0,NA,88888888,0,2,0,0,0,0,0,100,0,0,0,0,0,1424223221,1424223221,0.009,0,0,0,0,0,2,NA,NA,NA,6,6,2,10,2,2,6, Reconnaissance ,1
175.45.176.3,1043,149.171.126.18,53,udp,INT,3e-6,114,0,254,0,0,0,dns,152000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424233411,1424233411,0.003,0,0,0,0,0,2,NA,NA,NA,17,17,17,18,17,17,17,Generic,1
59.166.0.7,24768,149.171.126.5,5190,tcp,FIN,0.004474,1036,2262,31,29,4,4,NA,1698703.625,3708538.25,12,12,255,255,913462257,913766397,86,189,0,0,19.337409,0.489874,1424226768,1424226768,0.374273,0.357091,6.53e-4,5.36e-4,1.17e-4,0,0,NA,NA,NA,7,9,1,2,2,1,1,,0
59.166.0.1,1533,149.171.126.9,6881,tcp,FIN,0.489848,1540,1644,31,29,4,4,NA,23582.82617,25362.9707,16,18,255,255,3023521858,3122812280,96,91,0,0,2454.434155,55.282328,1421952699,1421952700,32.635267,28.779059,7.32e-4,5.95e-4,1.37e-4,0,0,0,0,0,3,8,5,3,2,1,3,,0
59.166.0.0,2455,149.171.126.8,31870,udp,CON,0.001699,544,304,31,29,0,0,NA,1921130,1073572.625,4,4,0,0,0,0,136,76,0,0,0.62084,0.281672,1424253097,1424253097,0.443,0.203667,0,0,0,0,0,NA,NA,NA,3,3,3,3,1,1,3,,0
59.166.0.6,5719,149.171.126.0,43484,tcp,FIN,0.010943,2334,16734,31,29,7,12,NA,1659508.375,11911907,36,38,255,255,2886142303,741052168,65,440,0,0,18.041037,17.088384,1421939964,1421939964,0.303629,0.280892,6.76e-4,5.39e-4,1.37e-4,0,0,0,0,0,11,3,2,4,1,1,2,,0
175.45.176.0,15869,149.171.126.16,63441,tcp,FIN,0.7887,364,3754,62,252,1,3,ftp-data,3235.704346,34274.12109,8,10,255,255,228100690,2781075698,46,375,0,0,7327.893817,6307.652849,1424261041,1424261042,112.671433,79.675111,0.129899,0.070872,0.059027,0,1,NA,NA,NA,1,1,2,21,1,1,2,Exploits,1
59.166.0.2,28799,149.171.126.8,21,tcp,FIN,0.999653,2934,3742,31,29,11,15,ftp,23031.99219,29394.20117,52,54,255,255,1762748955,3909164214,56,69,0,0,1632.191485,59.90559,1421967762,1421967763,19.594726,18.851227,6.84e-4,5.31e-4,1.53e-4,0,0,0,1,1,1,1,3,2,1,1,2,,0
59.166.0.4,23130,149.171.126.7,6881,tcp,FIN,0.930306,13350,548216,31,29,21,197,NA,114310.7734,4703527.5,232,438,255,255,921818348,926372120,58,1252,0,0,1148.205109,834.893673,1421952782,1421952783,4.025909,2.132681,5.79e-4,4.54e-4,1.25e-4,0,0,0,0,0,4,5,2,2,2,1,2,,0
59.166.0.7,21106,149.171.126.0,19272,tcp,FIN,0.015788,2974,31328,31,29,7,18,NA,1476057.75,15557132,48,50,255,255,2927316069,2936644921,62,627,0,0,0,17.786932,1421963927,1421963927,0.329106,0.311776,6.48e-4,5.07e-4,1.41e-4,0,0,0,0,0,10,5,5,8,1,1,2,,0
59.166.0.5,28344,149.171.126.8,26349,tcp,FIN,0.06335,4550,72346,31,29,7,33,NA,567261.25,9021879,78,80,255,255,4026460271,4044756181,58,904,0,0,53.344938,52.596214,1424260897,1424260897,0.817636,0.804538,7.28e-4,5.89e-4,1.39e-4,0,0,NA,NA,NA,3,1,1,2,1,1,1,,0
59.166.0.7,47637,149.171.126.0,29657,udp,CON,0.001585,528,304,31,29,0,0,NA,1998738.25,1150788.625,4,4,0,0,0,0,132,76,0,0,0.564271,0.263516,1424241271,1424241271,0.403,0.189333,0,0,0,0,0,NA,NA,NA,9,7,5,6,1,1,4,,0
59.166.0.8,37348,149.171.126.4,14909,udp,CON,0.001684,528,304,31,29,0,0,NA,1881235.125,1083135.375,4,4,0,0,0,0,132,76,0,0,0.617069,0.287799,1424257632,1424257632,0.440333,0.208,0,0,0,0,0,NA,NA,NA,11,10,6,7,1,1,3,,0
149.171.126.10,1043,175.45.176.0,53,udp,INT,1.2e-5,264,0,60,0,0,0,dns,88000000,0,2,0,0,0,0,0,132,0,0,0,0,0,1424260735,1424260735,0.012,0,0,0,0,0,0,NA,NA,NA,34,34,15,15,15,15,34,,0
59.166.0.1,60376,149.171.126.5,65188,tcp,FIN,0.008059,8712,208,31,29,0,0,NA,7783596.5,154857.9219,10,4,255,255,3140670133,1003566155,871,52,0,0,1.838568,0.237588,1421940036,1421940036,0.895444,0.17,0,0,0,0,0,0,0,0,5,9,6,7,1,1,5,,0
59.166.0.2,44537,149.171.126.8,6727,tcp,FIN,0.05522,4862,82930,31,29,7,36,NA,696124.5625,11874828,84,86,255,255,1311447986,1323581996,58,964,0,0,39.059982,38.493259,1421931361,1421931361,0.661048,0.643988,6.23e-4,4.74e-4,1.49e-4,0,0,0,0,0,6,7,2,2,1,1,1,,0
59.166.0.2,3345,149.171.126.5,25,tcp,FIN,0.375161,37430,3380,31,29,18,8,NA,782831.9375,70369.78906,52,42,255,255,3024422616,3025457945,720,80,0,0,674.589368,22.80708,1421933021,1421933021,7.348079,9.134902,7.67e-4,6.25e-4,1.42e-4,0,0,0,0,0,23,8,4,5,1,1,1,,0
59.166.0.6,15409,149.171.126.0,80,tcp,FIN,1.193713,1684,10168,31,29,3,5,http,10481.58203,64363.88281,14,18,255,255,1900754527,1901957173,120,565,1,3924,9223.880158,8076.674782,1424256821,1424256822,91.793921,70.153471,0.001872,0.001101,7.71e-4,0,0,1,NA,NA,2,4,6,2,2,1,2,,0
59.166.0.6,22823,149.171.126.1,25,tcp,FIN,0.21185,37084,3380,31,29,18,8,smtp,1373462.375,124616.4688,52,42,255,255,2781762239,2782739645,713,80,0,0,424.105873,14.477935,1424256954,1424256955,4.147039,5.145049,0.001014,9.01e-4,1.13e-4,0,0,NA,NA,NA,2,1,1,5,1,1,1,,0
59.166.0.2,53526,149.171.126.0,143,tcp,FIN,1.183904,7820,15998,31,29,30,32,NA,52409.65234,107251.9375,122,126,255,255,2495215313,2492063614,64,127,0,0,659.409177,652.00519,1421970580,1421970581,9.781306,9.467104,6.45e-4,5.12e-4,1.33e-4,0,0,0,0,0,5,9,4,2,1,1,1,,0
59.166.0.3,35803,149.171.126.6,41930,tcp,FIN,0.021735,2974,33550,31,29,7,18,NA,1072187.75,12101772,48,50,255,255,3485380969,3497145758,62,671,0,0,25.616941,24.888964,1421932861,1421932861,0.455511,0.43202,7.16e-4,5.61e-4,1.55e-4,0,0,0,0,0,9,10,4,3,1,1,1,,0
59.166.0.1,32249,149.171.126.1,143,tcp,FIN,0.875788,7812,15188,31,29,30,32,NA,70775.125,137640.625,122,126,255,255,751007664,752650785,64,121,0,0,438.935449,444.82882,1421955341,1421955341,7.234851,7.002424,6.02e-4,4.78e-4,1.24e-4,0,0,0,0,0,11,10,2,2,1,1,2,,0
59.166.0.2,28505,149.171.126.2,54766,tcp,FIN,0.004824,3680,2456,31,29,7,7,NA,5764511,3847429.5,18,18,255,255,3923274175,3926464814,204,136,0,0,12.903087,0.329659,1421960131,1421960131,0.265353,0.252412,6.85e-4,5.26e-4,1.59e-4,0,0,0,0,0,5,5,5,5,1,1,3,,0
59.166.0.7,47731,149.171.126.1,80,tcp,FIN,1.18531,1684,10168,31,29,3,5,http,10555.88867,64820.17188,14,18,255,255,3881402438,1736963876,120,565,1,3924,8888.568685,7785.45653,1424247028,1424247029,91.145769,69.692588,6.77e-4,5.33e-4,1.44e-4,0,0,1,NA,NA,1,1,3,3,1,1,1,,0
